050	100	245	502	650	856	904
P301	Barron, Brittany J. author	I'm 100% That Bitch the Feminism and Feminist Rhetorical Strategies of Lizzo / by Brittany J. Barron	Ph.D. Florida State University 2024.	Rhetoric	https://purl.lib.fsu.edu/diginole/Barron_fsu_0071E_18845	0
TA404.2	Ben Akacha, Azza author	Synthetic Controland Optical Characterization of Low Dimensional Organic Metal Halide Hybrids / by Azza Benakacha	Ph.D. Florida State University 2023.	Materials science	https://purl.lib.fsu.edu/diginole/BenAkacha_fsu_0071E_18370	4
B	Berardo, Vincenza Antonetta author	Socratic Wisdom in the Apology and Charmides / by Vincenza Antonetta Berardo	Ph.D. Florida State University 2024.	Philosophy	https://purl.lib.fsu.edu/diginole/Berardo_fsu_0071E_18407	4
RA790	Bermudez, Deziah L. author	Para Mi Familia : The Role of Familism and Other Cultural Factors in the Academic Adjustment and Well-Being of First Generation Latinx College Students / by Deziah L. Bermudez	Ph.D. Florida State University 2024.	Mental health	https://purl.lib.fsu.edu/diginole/Bermudez_fsu_0071E_18878	0
	Bertini, Isabella Anne-Julietta author	A Rational Approach to High Entropy Materials from First Row Transition Metal Prussian Blue Analogue (PBA) Single Source Precursors / by Isabella Anne−Julietta Bertini	Ph.D. Florida State University 2024.	Nanoscience	https://purl.lib.fsu.edu/diginole/Bertini_fsu_0071E_18958	4
RC466.8	Bertoldi, Bridget M. author	Cardiac Activity and Risk for Antisocial Behavior : Intergenerational Transmission and Psychosocial Moderation / by Bridget M. Bertoldi	Ph.D. Florida State University 2023.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Bertoldi_fsu_0071E_18166	0
QH307.2	Best, Rachael M. author	Plastic Morphology and Trophic Flexibility : Understanding Environmental Drivers and Evolutionary Implications of Intraspecific Variation in Gorgonian Octocorals / by Rachael M. Best	Ph.D. Florida State University 2024.	Biology	https://purl.lib.fsu.edu/diginole/Best_fsu_0071E_18832	0
QA76.27	Bhattacharya, Aditya Ranjan author	Toward Novel Active Learning Algorithms for Computer Vision Applications / by Aditya Ranjan Bhattacharya	Ph.D. Florida State University 2023.	Computer science	https://purl.lib.fsu.edu/diginole/Bhattacharya_fsu_0071E_18172	4
QC869	Bignault, Sophie Hampton author	Understanding of Observed Tropical Cyclone Wind Profiles from Effective Absolute Angular Momentum Perspective : Case Studies / by Sophie Hampton Bignault	M.S. Florida State University 2024.	Meteorology	https://purl.lib.fsu.edu/diginole/Bignault_fsu_0071N_18923	0
RA601	Bingi, Aravind Kumar author	Valorization of Pelagic Sargassum Spp. to Study the Effect of Non-Thermal Processing on Extraction and Characteristics of Alginate / by Aravind Kumar Bingi	M.S. Florida State University 2024.	Food	https://purl.lib.fsu.edu/diginole/Bingi_fsu_0071N_18849	4
M	Boehme, Ryan Patrick author	Developing an Accessible and Adaptable Drum Set Curriculum for Classical Percussion Professors / by Ryan Patrick Boehme	D.M. Florida State University 2024.	Music	https://purl.lib.fsu.edu/diginole/Boehme_fsu_0071E_18986	0
BF	Bogart, Stone M. author	Childhood Maltreatment and Adult Romantic Relationship Outcomes : Social Support and Resilience as Protective Factors / by Stone M. Bogart	Ph.D. Florida State University 2023.	Psychology	https://purl.lib.fsu.edu/diginole/Bogart_fsu_0071E_18280	0
RC321	Bouaichi, Cecilia author	Gustatory and Intraoral Thermosensory Signaling in the Insular Cortex of the Mouse / by Cecilia Bouaichi	Ph.D. Florida State University 2024.	Neurosciences	https://purl.lib.fsu.edu/diginole/Bouaichi_fsu_0071E_18857	0
JF1351	Boykin, Emily author	Essays on the Relationship between Policy and Management of Public Financial Resources to Achieve Normative Goals / by Emily Boykin	Ph.D. Florida State University 2024.	Public administration	https://purl.lib.fsu.edu/diginole/Boykin_fsu_0071E_18903	4
PN45	Bradley, Brooke Ashton author	Traversing American Souths : Movement of Marginalized Peoples across Geographies and Digital Spaces / by Brooke Ashton Bradley	Ph.D. Florida State University 2023.	Literature	https://purl.lib.fsu.edu/diginole/Bradley_fsu_0071E_18213	4
T56.4	Braga Carani, Lucas author	Assessment of Embedded Perovskite/Mechanoluminescence-Based Sensors for Structural Health Monitoring of Composites / by Lucas Braga Carani	Ph.D. Florida State University 2023.	Industrial engineering	https://purl.lib.fsu.edu/diginole/BragaCarani_fsu_0071E_18063	4
RC321	Brea Guerrero, Alfonso author	Spatial Navigation : How I Made It Here / by Alfonso Brea Guerrero	Ph.D. Florida State University 2024.	Neurosciences	https://purl.lib.fsu.edu/diginole/BreaGuerrero_fsu_0071E_18985	4
QC869	Brennan, Alice S. author	The Variability of the Wet Season over Southeast Asia / by Alice S. Brennan	M.S. Florida State University 2024.	Meteorology	https://purl.lib.fsu.edu/diginole/Brennan_fsu_0071N_18456	0
CC165	Brimm, Thomas Nicolas Zoppi author	Long in the Tooth Paleoclimate Reconstruction Using Legacy Faunal Collections and Stable Isotopes at the Page-Ladson Site (8JE591), Jefferson County, Florida / by Thomas Nicolas Zoppi Brimm	M.S. Florida State University 2023.	Archaeology	https://purl.lib.fsu.edu/diginole/Brimm_fsu_0071N_18431	0
BF201	Brousse, Catherine M. author	The Role of Pragmatics and Predictability in the Production of Non-Sentential Replies / by Catherine M. Brousse	M.S. Florida State University 2024.	Cognitive psychology	https://purl.lib.fsu.edu/diginole/Brousse_fsu_0071N_18909	0
RC321	Brown, Joshua A. author	Causal Investigation of Visual Cortical Disinhibition in Fear Memory / by Joshua A. Brown	Ph.D. Florida State University 2024.	Neurosciences	https://purl.lib.fsu.edu/diginole/Brown_fsu_0071E_19001	0
QA	Bruce, Nicole author	Modeling Synchronization in Pancreatic Islets and Biomarker Discovery in Sepsis / by Nicole Bruce	Ph.D. Florida State University 2024.	Mathematics	https://purl.lib.fsu.edu/diginole/Bruce_fsu_0071E_18871	4
HM	Bruefach, Tyler Lawrence author	Interrelationships between Resilience, Early Life Contexts, and Health Inequalities in Adulthood / by Tyler Lawrence Bruefach	Ph.D. Florida State University 2023.	Sociology	https://purl.lib.fsu.edu/diginole/Bruefach_fsu_0071E_18055	4
LB14.7	Bunn, Stephen A. author	Personalizing the Education Experience in Rural Schools : An Exploratory Case Study in Rural Supports and Values / by Stephen A. Bunn	Ph.D. Florida State University 2024.	Education	https://purl.lib.fsu.edu/diginole/Bunn_fsu_0071E_18855	0
PN45	Calabro, Dorothy author	Mysteries of the Gothic Heroine : The Case for a Feminist Tradition of American Detective Fiction / by Dorothy Calabro	Ph.D. Florida State University 2023.	Literature	https://purl.lib.fsu.edu/diginole/Calabro_fsu_0071E_18100	4
RC321	Campanile, Alexis Ann author	Translational Analysis of the Association between Binge Eating and Inflammation / by Alexis Ann Campanile	Ph.D. Florida State University 2023.	Neurosciences	https://purl.lib.fsu.edu/diginole/Campanile_fsu_0071E_18186	4
QH505	Campbell, Ryan P. author	Investigations into the Recruitment of Substrate Ambiguous Enzymes for Metabolic Innovation / by Ryan P. Campbell	Ph.D. Florida State University 2023.	Biophysics	https://purl.lib.fsu.edu/diginole/Campbell_fsu_0071E_18126	4
CC165	Carroll, Morgan A. author	A Zooarchaeological Analysis of the Vertebrate Fauna from the Heber Springs Site (3CE68), Arkansas / by Morgan A. Carroll	M.S. Florida State University 2023.	Archaeology	https://purl.lib.fsu.edu/diginole/Carroll_fsu_0071N_18209	4
BF	Chan, Elizabeth S. M. author	A Preliminary 'Shortlist' of Individual, Family, and Social Community Assets to Promote Resilience in Children with ADHD / by Elizabeth S. M. Chan	Ph.D. Florida State University 2022.	Psychology	https://purl.lib.fsu.edu/diginole/Chan_fsu_0071E_17408	4
HT166	Channer, Rochelle A. author	A Nomotropic Housing Market? Institutional and Experimental Analyses of the Jamaican Housing Market / by Rochelle A. Channer	Ph.D. Florida State University 2024.	City planning	https://purl.lib.fsu.edu/diginole/Channer_fsu_0071E_18965	4
QH506	Chen, Liang author	C-Zone Structures of the Human Cardiac Thick Filament by Cryo-Electron Tomography / by Liang Chen	Ph.D. Florida State University 2024.	Molecular biology	https://purl.lib.fsu.edu/diginole/Chen_fsu_0071E_18856	0
BF	Chen, Shenghao author	Eyes on the Future : A Mixed-Methods Evaluation of Real-Time Translation in Augmented Reality Glasses / by Shenghao Chen	Ph.D. Florida State University 2024.	Psychology	https://purl.lib.fsu.edu/diginole/Chen_fsu_0071E_18961	0
PS	Cherry-Randle, Kristy Denise author	The Cabeza Matrix : Mapping Colonialism and Indigeneity in Alvar Núñez Cabeza De Vaca's La Relación / by Kristy Denise Cherry-Randle	Ph.D. Florida State University 2023.	American literature	https://purl.lib.fsu.edu/diginole/CherryRandle_fsu_0071E_18112	4
RC321	Chitaman, Javed Michael author	Three-Dimensional Genome Organization of Mouse Nucleus Accumbens Medium Spiny Neurons in Cocaine Use Disorder / by Javed Michael Chitaman	Ph.D. Florida State University 2024.	Neurosciences	https://purl.lib.fsu.edu/diginole/Chitaman_fsu_0071E_18889	4
QA276.A2	Choi, Haesong author	High Dimensional Classification for Skew-Normal Data / by Haesong Choi	Ph.D. Florida State University 2024.	Statistics	https://purl.lib.fsu.edu/diginole/Choi_fsu_0071E_18899	0
RC466.8	Chong, Lyndsey Juliane author	Intergenerational Transmission of a Neural Marker (the Error-Related Negativity) and Generalized Anxiety in 12-Year-Old Children / by Lyndsey Juliane Chong	Ph.D. Florida State University 2022.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Chong_fsu_0071E_17442	4
TA347.A78	Chouhan, Pankaj author	Surrogate Modeling with Gaussian Processes for Molecular Models of Viscoelasticity / by Pankaj Chouhan	Ph.D. Florida State University 2024.	Artificial intelligence	https://purl.lib.fsu.edu/diginole/Chouhan_fsu_0071E_18890	0
RC321	Chun, Eileen Kyoung author	Social Buffering, Affiliation, and Neuroimmune Alterations in the Prairie Vole Model / by Eileen Kyoung Chun	Ph.D. Florida State University 2023.	Neurosciences	https://purl.lib.fsu.edu/diginole/Chun_fsu_0071E_18149	4
QD31.3	Coia, Brianna M. author	A Computational Perspective on Important Energetics in the Ring Opening Metathesis Polymerization (ROMP) of Low and Medium Strained Cycloolefins / by Brianna M. Coia	Ph.D. Florida State University 2023.	Computational chemistry	https://purl.lib.fsu.edu/diginole/Coia_fsu_0071E_18093	4
	Cole, Robert Ransom author	Concurrent Curricular and Worksite Transfer : A Study of Student's Writing Transfer through a College Work Internship / by Robert Ransom Cole	Ph.D. Florida State University 2024.	Education	https://purl.lib.fsu.edu/diginole/Cole_fsu_0071E_18813	0
RC423	Collins, Sara Christine author	Measuring Teacher Communication during Shared Reading with Children Who Have Intellectual and Developmental Disabilities and Limited Speech Abilities / by Sara Christine Collins	Ph.D. Florida State University 2023.	Speech therapy	https://purl.lib.fsu.edu/diginole/Collins_fsu_0071E_18114	4
QH307.2	Coscarella, Isabella Leite author	Cardiomyopathies Bearing Pathogenic Variants Induce Maladaptive Response and Mechanosensing Effects in Cardiac Muscle Remodeling / by Isabella Leite Coscarella	Ph.D. Florida State University 2024.	Biology	https://purl.lib.fsu.edu/diginole/Coscarella_fsu_0071E_18584	4
RC321	Cote, Jason author	An Analysis of Functional Necessity in Noxious Stimuli : The Role of Otoconia in High Magnetic Field Effects and C-Fos Expressing Cells after Lithium Chloride / by Jason Cote	Ph.D. Florida State University 2024.	Neurosciences	https://purl.lib.fsu.edu/diginole/Cote_fsu_0071E_18987	0
HM571	Crawford, Rhiannon author	The Role of Mindfulness and Self-Forgiveness on Happiness in College Students / by Rhiannon Crawford	M.S. Florida State University 2024.	Sociology	https://purl.lib.fsu.edu/diginole/Crawford_fsu_0071N_18898	0
J	Crofoot, Justin Keith author	How Protests Affect Policy Change : Analysis of Anti-Protest Legislation 2017-2021 / by Justin Keith Crofoot	Ph.D. Florida State University 2023.	Political science	https://purl.lib.fsu.edu/diginole/Crofoot_fsu_0071E_18140	4
PS	Crombet, Bertha I. author	Museum of Sacrifice / by Bertha I. Crombet	Ph.D. Florida State University 2024.	Creative writing	https://purl.lib.fsu.edu/diginole/Crombet_fsu_0071E_18945	0
ML3920	Crouse, Taylor Anne author	Prevalence of Music Therapy Articles Published in High Impact Journals in Interdisciplinary Fields : A Descriptive Analysis / by Taylor Anne Crouse	M.M. Florida State University 2024.	Music therapy	https://purl.lib.fsu.edu/diginole/Crouse_fsu_0071N_19023	0
RC466.8	Daurio, Allison M. author	Influence of Daily Discrimination on Negative Affectivity and Substance Problems in Mid-to-Late Life : A Longitudinal Analysis / by Allison M. Daurio	Ph.D. Florida State University 2023.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Daurio_fsu_0071E_17668	4
HB1	Davis, Brad author	Essays on the Causal Effects of Criminal Justice Reforms on Crime / by Brad Davis	Ph.D. Florida State University 2024.	Economics	https://purl.lib.fsu.edu/diginole/Davis_fsu_0071E_18819	0
RC321	Day, Katherine Rose author	Examining Oxytocin Modulation of Trigeminal Sensory Circuitry in Neonatal Mice / by Katherine Rose Day	Ph.D. Florida State University 2023.	Neurosciences	https://purl.lib.fsu.edu/diginole/Day_fsu_0071E_18206	4
HF1101	DeBord, Eric W. author	Azure for Education : Exploring the Benefits of across Organizational Technology-Focused Community of Practice / by Eric W.Debord	Ed.D. Florida State University 2024.	Business education	https://purl.lib.fsu.edu/diginole/DeBord_fsu_0071E_18613	0
P121	Delgado Fernández, Nerea author	The Intonation of Spanish and Basque in Gipuzkoa and French and Basque in Labourd : An Exploratory Study / by Nerea Delgado Fernández	Ph.D. Florida State University 2024.	Linguistics	https://purl.lib.fsu.edu/diginole/DelgadoFernandez_fsu_0071E_18827	4
LB2326.3	Dellafiora, Tory Elizabeth author	You Don't Know What You Don't Know : A Collective Case Study Examining Internship Engagement of First Generation College Students / by Tory Elizabeth Dellafiora	Ph.D. Florida State University 2024.	Education, Higher	https://purl.lib.fsu.edu/diginole/Dellafiora_fsu_0071E_18793	0
BF201	Dilanchian, Andrew T. author	Detection of Mild Cognitive Impairment through a Gamified Immersive Virtual Reality-Based Visual Search Task / by Andrew T. Dilanchian	Ph.D. Florida State University 2024.	Cognitive psychology	https://purl.lib.fsu.edu/diginole/Dilanchian_fsu_0071E_18876	4
BF201	Dilanchian, Andrew T. author	Determinants of Presence in Virtual Reality Environments : Examining the Role of Attention through a Novel Application of Feature Integration Theory / by Andrew T. Dilanchian	M.S. Florida State University 2023.	Cognitive psychology	https://purl.lib.fsu.edu/diginole/Dilanchian_fsu_0071N_18191	4
QA276.A2	Dogra, Harshita author	Functional Regression Models for Multi-Site Imaging Data Integration / by Harshita Dogra	Ph.D. Florida State University 2024.	Statistics	https://purl.lib.fsu.edu/diginole/Dogra_fsu_0071E_18992	0
TK145	Dong, Xiaofeng author	A Deadbeat-Based Instantaneous Gfl/Gfm Control for Sic Inverters with 𝐿 Filter / by Xiaofeng Dong	Ph.D. Florida State University 2023.	Electrical engineering	https://purl.lib.fsu.edu/diginole/Dong_fsu_0071E_18402	4
QD450	Donmez, Selin author	Colloidal Perovskite Quantum Dots : Surface Passivation and Photochemical Processes / by Selin Donmez	Ph.D. Florida State University 2024.	Chemistry, Physical and theoretical	https://purl.lib.fsu.edu/diginole/Donmez_fsu_0071E_18967	0
CC165	Donoghue, Nora author	At Home in Middle Republican Colonies : Colonial Households and Water Management / by Nora Donoghue	Ph.D. Florida State University 2024.	Archaeology	https://purl.lib.fsu.edu/diginole/Donoghue_fsu_0071E_18851	4
LB1050	Doss, Coretta author	The Validation of a Teacher Knowledge Measure of Evidence-Based Practices of Early Foundational Skills of Reading / by Coretta Doss	Ph.D. Florida State University 2024.	Reading	https://purl.lib.fsu.edu/diginole/Doss_fsu_0071E_18908	4
RC466.8	Dougherty, Sean Patrick author	Meaning in Life and Suicide : A Meta-Analysis / by Sean Patrick Dougherty	Ph.D. Florida State University 2024.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Dougherty_fsu_0071E_18929	0
RC466.8	Duffy, Mary E. author	Mortality Salience and Motivation in Eating Disorders : An Application of the Terror Management Health Model / by Mary E. Duffy	Ph.D. Florida State University 2022.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Duffy_fsu_0071E_17197	0
BF712	Eligio, Rachel author	Contextual and Experiential Effcts on Ambiguous Word Meaning Selection / by Rachel Eligio	Ph.D. Florida State University 2024.	Developmental psychology	https://purl.lib.fsu.edu/diginole/Eligio_fsu_0071E_18841	0
NK1105	Ellis, Anna C. author	Interior Design for Wellbeing : A Trauma-Informed Approach to Higher Education Social Spaces / by Anna C. Ellis	M.F.A. Florida State University 2024.	Design	https://purl.lib.fsu.edu/diginole/Ellis_fsu_0071N_19005	0
GC109	Engelbert, Kevin M. author	Tracing the Historical Increase of Sediment Organic Carbon in a Coastal Lagoon : Insights from Dual Analytical Approaches / by Kevin M. Engelbert	M.S. Florida State University 2024.	Chemical oceanography	https://purl.lib.fsu.edu/diginole/Engelbert_fsu_0071N_19013	4
PS	English, Gemma author	The Death of Graeme MacGowan / by Gemma English	M.F.A. Florida State University 2024.	Creative writing	https://purl.lib.fsu.edu/diginole/English_fsu_0071N_18826	4
N5305	Evans, Cynthia Rebecca author	Political Playgrounds : The Effekt Group's Activist Art in Postwar West Germany and Yugoslavia / by Cynthia Rebecca Evans	Ph.D. Florida State University 2023.	Art	https://purl.lib.fsu.edu/diginole/Evans_fsu_0071E_18369	4
BF636	Fisher, Alex R. author	Do You Feel Confident Enough to Seek Help : The Relationship between Mental Health Confidence and Help Seeking in Military Members / by Alex R. Fisher	Ph.D. Florida State University 2024.	Counseling psychology	https://purl.lib.fsu.edu/diginole/Fisher_fsu_0071E_18493	0
BF636	Fisher, Shelbi author	Gender and Racial Differences among College Athletes in Re-Injury Anxiety, Coping Strategies, and Psychological Distress Due to Injury / by Shelbi Fisher	Ph.D. Florida State University 2024.	Counseling psychology	https://purl.lib.fsu.edu/diginole/Fisher_fsu_0071E_18897	0
RC466.8	Fitzgerald, Elizabeth Helen author	Food Intake in Response to Positive and Negative Mood in Eating Disorders : Is There Too Much of a Good Thing? / by Elizabeth Helen Fitzgerald	Ph.D. Florida State University 2024.	Clinical psychology	https://purl.lib.fsu.edu/diginole/Fitzgerald_fsu_0071E_18972	0
BL	Fleer, Joshua D. author	Pepper Games and the Gospel of Pleasure : Baseball and Religion in the Israelite House of David / by Joshua D. Fleer	Ph.D. Florida State University 2024.	Religions	https://purl.lib.fsu.edu/diginole/Fleer_fsu_0071E_18830	4
GC109	Forrer, Heather Jean author	Investigating Biological Carbon Pump Variability and Functionality : The Application of Old and New Conceptual Frameworks across Spatial and Temporal Scales / by Heather Jean Forrer	Ph.D. Florida State University 2024.	Chemical oceanography	https://purl.lib.fsu.edu/diginole/Forrer_fsu_0071E_18930	4
	Franque, Maite author	Burnout in Learning Design and Performance Improvement Professionals / by Maite Franque	Ed.D. Florida State University 2024.		https://purl.lib.fsu.edu/diginole/Franque_fsu_0071E_18962	0
QD71	Frye-Jones, Joseph William author	Molecular Characterization of Polyfunctinal Heteroatom Compounds in Ultracomplex Mixtures by 21 Tesla Fourier Transform Ion Cyclotron Resonance Mass Spectrometry (21 T FT-ICR MS) / by Joseph William Frye-Jones	Ph.D. Florida State University 2023.	Chemistry, Analytic	https://purl.lib.fsu.edu/diginole/FryeJones_fsu_0071E_18339	4
PS	Galef, Daniel author	Stories to Read Aloud to Strangers on the Bus / by Daniel Galef	M.F.A. Florida State University 2023.	Creative writing	https://purl.lib.fsu.edu/diginole/Galef_fsu_0071N_17986	4
QH505	Ghazi Esfahani, Behrouz author	How to Go around Single Particle Cryo-EM Challenges / by Behrouz Ghazi Esfahani	Ph.D. Florida State University 2024.	Biophysics	https://purl.lib.fsu.edu/diginole/ghaziesfahani_fsu_0071E_18999	4
LC3950	Gilmore, Carolyn Neal author	Read with Care : An Aided AAC Modeling Intervention for Young Children with ASD and CCN / by Carolyn Neal Gilmore	Ph.D. Florida State University 2024.	Special education	https://purl.lib.fsu.edu/diginole/Gilmore_fsu_0071E_18984	4
LB2805	Goggins-Brown, Sierra Kindia author	Exploring Social and Emotional Learning Policies and Instructional Materials in Florida Public School Districts : A Qualitative Content Analysis / by Sierra Kindia Goggins-Brown	Ed.D. Florida State University 2024.	Educational leadership	https://purl.lib.fsu.edu/diginole/GogginsBrown_fsu_0071E_18919	0
QB460	Gogilashvili, Mariam author	Core-Collapse Supernova Theory : Explosion Mechanism and Explodability Conditions / by Mariam Gogilashvili	Ph.D. Florida State University 2024.	Astrophysics	https://purl.lib.fsu.edu/diginole/Gogilashvili_fsu_0071E_18836	0
QC	Goncalves Dos Santos, Angelica author	Constraining New Physics via Improved Global Fits of the Standard Model Effective Field Theory / by Angelica Goncalves Dos Santos	Ph.D. Florida State University 2024.	Physics	https://purl.lib.fsu.edu/diginole/GoncalvesDosSantos_fsu_0071E_18963	0
PS	Grinbergs, Iain A. author	Vanity Limbo : Poems / by Iain A. Grinbergs	Ph.D. Florida State University 2023.	Creative writing	https://purl.lib.fsu.edu/diginole/Grinbergs_fsu_0071E_18076	4
ML3920	Gross, Hannah Elizabeth author	Evaluating Early Intervention Strategies for High-Risk Newborns : A Content Analysis of Florida's Early Steps and Sing with Me Programs / by Hannah Elizabeth Gross	M.M. Florida State University 2024.	Music therapy	https://purl.lib.fsu.edu/diginole/Gross_fsu_0071N_19026	0
BF	Groves, Nicole Beth author	Does Central Executive Training (CET) and/or Inhibitory Control Training (ICT) Improve Emotion Regulation for Children with ADHD? A Randomized Controlled Trial / by Nicole Beth Groves	Ph.D. Florida State University 2022.	Psychology	https://purl.lib.fsu.edu/diginole/Groves_fsu_0071E_17498	4
QH307.2	Guerrera, Alexa G. author	Sexual Selection, Population Structure, and Gene Flow in the Trinidadian Guppy (Poecilia Reticulata) : Insights for the Conservation of Genetic Variation / by Alexa G. Guerrera	Ph.D. Florida State University 2024.	Biology	https://purl.lib.fsu.edu/diginole/Guerrera_fsu_0071E_18921	4
GV713	Gulavani, Susmit Suresh author	Revisionist History : A Machine Learning Approach to Reexamine the Psychological Continuum Model and Its Derivative Staging Algorithm / by Susmit Suresh Gulavani	Ph.D. Florida State University 2024.	Sports administration	https://purl.lib.fsu.edu/diginole/Gulavani_fsu_0071E_18828	0
LB3051	Guven, Ahmet author	Comparison of Two Measurement Frameworks in the Context of Differential Item Functioning / by Ahmet Guven	Ph.D. Florida State University 2023.	Educational tests and measurements	https://purl.lib.fsu.edu/diginole/Guven_fsu_0071E_18064	4
