050	100	245	502	650	856	904
QA76.27	Cai, Jinglun, author	Knowledge Graph Based Entity Retrieval for Query Rewriting / by Jinglun Cai	M.S. Florida State University 2022.	Computer science	https://purl.lib.fsu.edu/diginole/2022_Cai_fsu_0071N_16997	4
PS	Callahan, Collin (Collin M.), author	Thunderbird Inn : Poems / by Collin Callahan	Ph.D. Florida State University 2022.		https://purl.lib.fsu.edu/diginole/2022_Callahan_fsu_0071E_17147	4
P91.3	Cantrill, Jordanne L. (Jordanne Laine), author	Protect Our Daughters : How American Cable News Media Frame the Controversy of Young Gender Minorities in Sport / by Jordanne L. Cantrill	M.S. Florida State University 2022.	Communication	https://purl.lib.fsu.edu/diginole/2022_Cantrill_fsu_0071N_17186	0
N5305	Carlisle, Rachel M. (Rachel Masters), author	Augsburg All'antica : Picturing German Antiquity in the Age of Print / by Rachel Masters Carlisle	Ph.D. Florida State University 2022.	Art	https://purl.lib.fsu.edu/diginole/2022_Carlisle_fsu_0071E_16960	4
D51	Carrara, Eva, author	Cato in Cicero : Reading Roman History in the Late Republic / by Eva Carrara	Ph.D. Florida State University 2022.	Civilization, Greco-Roman	https://purl.lib.fsu.edu/diginole/2022_Carrara_fsu_0071E_16994	4
QD31.3	Chaaban, Maya, author	Effects of Molecular Interactions on the Photophysical Properties of Luminescent Materials / by Maya Chaaban	Ph.D. Florida State University 2022.	Chemistry	https://purl.lib.fsu.edu/diginole/2022_Chaaban_fsu_0071E_17017	4
LB2805	Chancy, Sunny, author	Improving Career Exploration for Elementary School Students in Florida : A Study of Fifth Graders Participation in Career Curriculum / by Sunny Chancy	Ed.D. Florida State University 2022.	Educational leadership	https://purl.lib.fsu.edu/diginole/2022_Chancy_fsu_0071E_16966	0
CC165	Chandler, Makenna (Makenna Elisabeth), author	Spatial Analysis Survey of Hickory Hill Cemetery / by Makenna Elisabeth Chandler	M.S. Florida State University 2022.	Archaeology	https://purl.lib.fsu.edu/diginole/2022_Chandler_fsu_0071N_17194	0
Z665	Chatmon, Christy (Christy L.), author	Herstories : An Asset-Based Study of Black Women Faculty in Computing / by Christy L. Chatmon	Ph.D. Florida State University 2022.	Information science	https://purl.lib.fsu.edu/diginole/2022_Chatmon_fsu_0071E_17021	0
QA	Chen, Yiran, author	Simulation and Goodness-of-Fit Tests of Copulas / by Yiran Chen	Ph.D. Florida State University 2022.	Mathematics	https://purl.lib.fsu.edu/diginole/2022_Chen_fsu_0071E_16972	0
QD31.3	Chen, Yuhui, author	Compositions and Viscoelastic Properties in Solid Polyelectrolyte Complexes / by Yuhui Chen	Ph.D. Florida State University 2022.	Chemistry	https://purl.lib.fsu.edu/diginole/2022_Chen_fsu_0071E_17050	0
Z665	Chen, Tsangyao, author	Decision Dynamics and Human-Computer Interaction in Online Health Information Seeking : A Behavioral Information Research Exploration / by Tsangyao Chen	Ph.D. Florida State University 2022.	Information science	https://purl.lib.fsu.edu/diginole/2022_Chen_fsu_0071E_17101	0
QC278	Clark, Judith K. (Judith Kathryn), author	The Chemical and Physical Dynamics of Magnetic Interactions / by Judith K. Clark	Ph.D. Florida State University 2022.	Low temperatures	https://purl.lib.fsu.edu/diginole/2022_Clark_fsu_0071E_17094	4
LB2805	Clark, Tiffany (Tiffany A.), author	Impacts of a Social-Emotional Learning Curriculum on the Prereading Skills of Prekindergarten Students / by Tiffany A. Clark	Ed.D. Florida State University 2022.	School management and organization	https://purl.lib.fsu.edu/diginole/2022_Clark_fsu_0071E_17095	0
CB351	Cohen, Briana Belle, author	El Retablo De Las Maravillas Cervantes' Satire of Medieval Spanish Anxieties / by Briana Belle Cohen	M.A. Florida State University 2022.	Middle Ages	https://purl.lib.fsu.edu/diginole/2022_Cohen_fsu_0071N_17201	4
RC466.8	Cole, Alissa M., author	Evaluating the Simple View of Reading for Children with ADHD / by Alissa M. Cole	M.S. Florida State University 2022.	Clinical psychology	https://purl.lib.fsu.edu/diginole/2022_Cole_fsu_0071N_17079	4
QD450	Conti, Carl, III (Carl Richard), author	Localized Surface Plasmon Resonances in Semiconductor Nanocrystals / by Carl Richard Conti, III	Ph.D. Florida State University 2022.	Nanoscience	https://purl.lib.fsu.edu/diginole/2022_Conti_fsu_0071E_17033	0
PB1	Copeland, Chary-Sy Tanya, author	A Psycholinguistic Study of Individual Differences in Second Language Sentence Interpretation / by Chary-Sy Tanya Copeland	Ph.D. Florida State University 2022.	Languages, Modern	https://purl.lib.fsu.edu/diginole/2022_Copeland_fsu_0071E_17149	0
PS	Cortelletti, Brett, author	The Bumpersticker'd Ferrari / by Brett Cortelletti	M.F.A. Florida State University 2022.		https://purl.lib.fsu.edu/diginole/2022_Cortelletti_fsu_0071N_17216	4
MT40	Creighton, Michael Andrew, author	Symphony No. 1 "World of Midnight" / by Michael Andrew Creighton	M.M. Florida State University 2022.	Composition (Music)	https://purl.lib.fsu.edu/diginole/2022_Creighton_fsu_0071N_17187	0
M	Crook, Benjamin, author	The Intention of Allusion in Select Contemporary Works and Programs in Liszt's Piano Sonata / by Benjamin Crook	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/2022_Crook_fsu_0071E_17162	0
M	Denecke, Elijah J. (Elijah James), author	Reexamining the Repertoire : French Women Composers of Solo Trumpet Music in the Paris Conservatory / by Elijah J. Denecke	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/2022_Denecke_fsu_0071E_17066	0
LC189	Dillard, Julie Pigott, author	An Exploration of Current and Potential Resources to Support Florida 4-H Volunteers / by Julie Pigott Dillard	Ed.D. Florida State University 2022.	Educational psychology	https://purl.lib.fsu.edu/diginole/2022_Dillard_fsu_0071E_16949	0
PS	Duke, Joseph Nathaniel, author	A Suit of Paper Feathers : Poems / by Joseph Nathaniel Duke	Ph.D. Florida State University 2022.	Political science	https://purl.lib.fsu.edu/diginole/2022_Duke_fsu_0071E_17143	4
BF712	Edwards, Ashley (Ashley Ann), author	Relative Growth in Word and Nonword Reading Ability as a Predictor of Reading Fluency / by Ashley Ann Edwards	Ph.D. Florida State University 2022.	Developmental psychology	https://purl.lib.fsu.edu/diginole/2022_Edwards_fsu_0071E_17077	0
RC321	Edwards, Caitlyn (Caitlyn Marie), author	Visceral Feedback Modulation of Conditioned Avoidance Behavior / by Caitlyn Marie Edwards	Ph.D. Florida State University 2022.	Neurosciences	https://purl.lib.fsu.edu/diginole/2022_Edwards_fsu_0071E_17112	4
LB14.7	Fairclough, Keith A., Jr. (Keith Anthony), author	Emotional/Behavioral Disorder (EBD) Teachers' Workload, School Support, and Intention to Stay or Leave : An Exploratory Case Study / by Keith A. Fairclough, Jr.	Ed.D. Florida State University 2022.	Education	https://purl.lib.fsu.edu/diginole/2022_Fairclough_fsu_0071E_17075	0
RC466	Farley, Tatjana M., author	The Untold Stories : Anger and Aggression among Youth / by Tatjana M. Farley	Ph.D. Florida State University 2022.	Mental health counseling	https://purl.lib.fsu.edu/diginole/2022_Farley_fsu_0071E_16993	4
QA	Feng, Zishi, author	A Dynamic Renormalization Approach for Solving Stochastic Differential Equations / by Zishi Feng	Ph.D. Florida State University 2022.	Applied mathematics	https://purl.lib.fsu.edu/diginole/2022_Feng_fsu_0071E_17158	0
HV1	Ferguson, Aidan, author	Understanding Risk and Resilience in Nonmonosexual Populations : Testing a New Framework / by Aidan Ferguson	Ph.D. Florida State University 2022.	Social service	https://purl.lib.fsu.edu/diginole/2022_Ferguson_fsu_0071E_17013	4
PS	Forde, Diamond (Diamond J.), author	The Book of Alice / by Diamond J. Forde	Ph.D. Florida State University 2022.	African Americans	https://purl.lib.fsu.edu/diginole/2022_Forde_fsu_0071E_17031	4
LB1139.2	Fumero, Keisey (Keisey G.), author	Supportive Language Strategies for Preschool Dual Language Learners : Associations to Early Language Outcomes / by Keisey Fumero	Ph.D. Florida State University 2022.	Early childhood education	https://purl.lib.fsu.edu/diginole/2022_Fumero_fsu_0071E_16995	0
TJ	Garceau, Nathaniel (Nathaniel M.), author	Heat and Mass Transfer during a Sudden Loss of Vacuum in a Liquid Helium Cooled Tube / by Nathaniel Garceau	Ph.D. Florida State University 2022.	Mechanical engineering	https://purl.lib.fsu.edu/diginole/2022_Garceau_fsu_0071E_17063	0
	Garinger, Lindsay Michaila, author	Sport Psychology Educational Workshop for Junior College Athletic Directors / by Lindsay Michaila Garinger	Ph.D. Florida State University 2022.	Educational psychology	https://purl.lib.fsu.edu/diginole/2022_Garinger_fsu_0071E_16999	0
RC466.8	Gaye, Fatou, author	Working Memory and Math in Children with and without ADHD / by Fatou Gaye	M.S. Florida State University 2022.	Clinical psychology	https://purl.lib.fsu.edu/diginole/2022_Gaye_fsu_0071N_17111	4
	Geerlings, Hannah (Hannah Elise), author	Sounding Resistance : The Soundscapes of Political Witchcrafting and Magical Protest in the United States, 1848–2021 / by Hannah Elise Geerlings	Ph.D. Florida State University 2022.		https://purl.lib.fsu.edu/diginole/2022_Geerlings_fsu_0071E_17015	4
MT	George, Jeremy Lewis, author	A Firm Foundation : Examining the Influence of Black Gospel Music on Jazz Pedagogy / by Jeremy Lewis George	Ph.D. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/2022_George_fsu_0071E_17119	0
CC165	Gibbs, Anna Catherine, author	Ancient Mining in Southwestern Sardinia : Assessing Its Organization via Analysis of Remotely Sensed Imagery / by Anna Catherine Gibbs	M.A. Florida State University 2022.	Archaeology	https://purl.lib.fsu.edu/diginole/2022_Gibbs_fsu_0071N_17220	0
HT166	Gladwin, Kristin Sofie Astrid, author	Cycling through the Covid-19 Pandemic : A Case Study of Older Adults' Cycling Behaviors and Experiences in Tallahassee, Florida / by Kristin Sofie Astrid Gladwin	Ph.D. Florida State University 2022.	Transportation	https://purl.lib.fsu.edu/diginole/2022_Gladwin_fsu_0071E_16965	0
CC165	Glennie, Ann, author	Waterlessness and Rainwater Harvesting on a Monumental Scale : Largescale Non-Domestic Water Collection, Storage, and Control at Cosa in the Roman Republican and Imperial Periods / by Ann Glennie	Ph.D. Florida State University 2022.	Archaeology	https://purl.lib.fsu.edu/diginole/2022_Glennie_fsu_0071E_17018	4
HB1	Goldstein, Ezra G. (Ezra Gabriel), author	Essays in Child Welfare and Long-Run Economic Well-Being / by Ezra G. Goldstein	Ph.D. Florida State University 2022.	Economics	https://purl.lib.fsu.edu/diginole/2022_Goldstein_fsu_0071E_17000	0
QC869	Graham, Kelly A. (Kelly Anne), author	Establishing Constraints on Carbon Dioxide Fluxes and Transport in a Changing Arctic Ocean Climate System / by Kelly A. Graham	Ph.D. Florida State University 2022.	Atmospheric sciences	https://purl.lib.fsu.edu/diginole/2022_Graham_fsu_0071E_16944	0
LB2805	Green, Megan E. (Megan Elizabeth), author	The Retention of Beginning Teachers in Title I Secondary Schools and the Role of Efficacy and Teacher Induction Support / by Megan E. Green	Ed.D. Florida State University 2022.	Educational leadership	https://purl.lib.fsu.edu/diginole/2022_Green_fsu_0071E_16955	0
E184.7	Griffin, Cierra (Cierra Lashaye), author	Exploring the Factors That Influence Dual Enrollment Participation of Black High School Students in Bladen County, NC : A Qualitative Case Study / by Cierra Griffin	Ed.D. Florida State University 2022.	African Americans	https://purl.lib.fsu.edu/diginole/2022_Griffin_fsu_0071E_16983	0
QH541	Hamilton, Blake Richard, author	Species-Habitat Relationships and Multi-Source Feeding in Apalachicola Bay Fishes : Implications for Management / by Blake Richard Hamilton	M.S. Florida State University 2022.	Ecology	https://purl.lib.fsu.edu/diginole/2022_Hamilton_fsu_0071N_17048	0
Z665	Han, Na-eun, author	Building a Community of Practice of Research Data Curators : a Qualitative Study / by Na-eun Han	Ph.D. Florida State University 2022.	Information science	https://purl.lib.fsu.edu/diginole/2022_Han_fsu_0071E_17128	0
PS	Hansen, Paul, author	The Deaner / by Paul Hansen	Ph.D. Florida State University 2022.		https://purl.lib.fsu.edu/diginole/2022_Hansen_fsu_0071E_17084	4
BJ	Harry, Richard E. (Richard Edward), author	From Dogmatics to Liberal Theology and Religionswissenschaft : Ernst Troeltsch between Historicism and the Metaphysics of Value / by Richard E. Harry	Ph.D. Florida State University 2022.	Ethics	https://purl.lib.fsu.edu/diginole/2022_Harry_fsu_0071E_17030	0
LB2805	Hatcher, Kristopher Lee, author	Large Rocks and Unwritten Rules : The Case of Financial Aid Fee Implementation at Florida's State Colleges / by Kristopher Lee Hatcher	Ed.D. Florida State University 2022.	Educational leadership	https://purl.lib.fsu.edu/diginole/2022_Hatcher_fsu_0071E_16947	0
R856.A6	Helsper, Shannon, author	Efficacy of Stem Cell-Derived Therapy for Ischemic Stroke : A Multi-Nuclear MR Toolbox / by Shannon Helsper	Ph.D. Florida State University 2021.	Biomedical engineering	https://purl.lib.fsu.edu/diginole/2022_Helsper_fsu_0071E_16872	4
ML3920	Hernandez, Flor del Cielo, author	Mental Health Music Therapy with the Hispanic/Latino Community : Cultural Identity, Cultural Perspectives, Music Preferences and Repertoire / by Flor Del Cielo Hernandez	Ph.D. Florida State University 2022.	Music therapy	https://purl.lib.fsu.edu/diginole/2022_Hernandez_fsu_0071E_16963	4
M	Hilton, Kimberly, author	The Mélodies of André Caplet : A Performance Guide / by Kimberly Hilton	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/2022_Hilton_fsu_0071E_16942	0
TA404.2	Hossain, S. Imam, author	Understanding the Role of Wire Architecture in Determining the Critical Current Performance of Bi-2212 Round Wire / by S. Imam Hossain	Ph.D. Florida State University 2022.	Materials science	https://purl.lib.fsu.edu/diginole/2022_HOSSAIN_fsu_0071E_17130	0
LB2326.3	Hu, Pei, author	International Doctoral Student Socialization and Leadership Development : A Phenomenological Study at a U.S. University / by Pei Hu	Ph.D. Florida State University 2022.	Education, Higher	https://purl.lib.fsu.edu/diginole/2022_HU_fsu_0071E_17122	0
LB3051	Huang, Jiajing, author	A Comparison of IRT Linking Approaches under the Nonequivalent Groups Anchor Test Design / by Jiajing Huang	Ph.D. Florida State University 2021.	Educational tests and measurements	https://purl.lib.fsu.edu/diginole/2022_Huang_fsu_0071E_16876	0
HV6024.5	Hughes, Maria Vivian, author	Paying the Price of Punitiveness : Examining the Effects of Extended Restrictive Housing Work on Prison Personnel / by Maria Vivian Hughes	Ph.D. Florida State University 2022.	Criminology	https://purl.lib.fsu.edu/diginole/2022_Hughes_fsu_0071E_17047	4
LB1028.38	Hunkapiller, William M., II (William Martin), author	Examining Cybersecurity Attitudes and Behaviors of Very Attacked People within a Hybrid Workforce / by William M. Hunkapiller, II	Ed.D. Florida State University 2022.	Instructional systems	https://purl.lib.fsu.edu/diginole/2022_Hunkapiller_fsu_0071E_17137	0
D241	Hurley, Joseph John Marvin, author	Development of Organic Fluorophores Capable of Excitation-Dependent Multiple Emission / by Joseph John Marvin Hurley	Ph.D. Florida State University 2022.	Chemistry, Organic	https://purl.lib.fsu.edu/diginole/2022_Hurley_fsu_0071E_17097	4
QA276.A2	Iguchi, Takayuki, author	Nonparametric and Semiparametric Nonlinear Profile Monitoring with Multiple Predictors / by Takayuki Iguchi	Ph.D. Florida State University 2022.	Statistics	https://purl.lib.fsu.edu/diginole/2022_Iguchi_fsu_0071E_16981	0
QH91	Irving, John P. (John Paul), author	Using Lagrangian Model Simulations to Quantify the Sequestration Time of Remineralized CO2 in the California Current Ecosystem for Different Carbon Flux Pathways / by John P. Irving	M.S. Florida State University 2022.	Marine biology	https://purl.lib.fsu.edu/diginole/2022_Irving_fsu_0071N_16952	0
BJ	Isern-Mas, Carme, author	Friendship or Blame : How to Publicly Respond When the Immoral Is Your Friend / by Carme Isern-Mas	M.A. Florida State University 2022.	Ethics	https://purl.lib.fsu.edu/diginole/2022_IsernMas_fsu_0071N_17196	0
LB2341	Jackson, Adrianne, author	Changing the Narrative : The (Counter) Stories of Black Women Students' Experiences with Campus Sexual Assault Policy at an HBCU / by Adrianne Jackson	Ph.D. Florida State University 2022.	Education, Higher	https://purl.lib.fsu.edu/diginole/2022_Jackson_fsu_0071E_17012	0
QH323.5	Jiang, Shengjie, author	Novel Methods and Applications to Identify Risk Genes and Image-Derived Phenotypes for Alzheimer's Disease / by Shengjie Jiang	Ph.D. Florida State University 2022.	Biometry	https://purl.lib.fsu.edu/diginole/2022_Jiang_fsu_0071E_17115	0
QH323.5	Jing, Yaqi, author	Statistical Methods for Meta-Analyses with Different Types of Outcome Measures / by Yaqi Jing	Ph.D. Florida State University 2022.	Biometry	https://purl.lib.fsu.edu/diginole/2022_Jing_fsu_0071E_17108	0
M	Johnson, Jacob (Jacob Edward), author	Unveiling Castaldi : Arranging and Performing the Theorbo Music of Bellerofonte Castaldi on Guitar / by Jacob Johnson	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/2022_Johnson_fsu_0071E_17109	0
ML3920	Johnson, Ryan (Ryan A.), author	Music Theory and the Music Therapy Curriculum : A Descriptive Study and Implications for the Curriculum / by Ryan A. Johnson	M.M. Florida State University 2022.	Music therapy	https://purl.lib.fsu.edu/diginole/2022_Johnson_fsu_0071N_17214	0
QD71	Johnston, Taylor (Taylor Leeann), author	Development of High-Temperature Superconducting Resonators in NMR Probes for 13C NMR Spectroscopy / by Taylor Leeann Johnston	Ph.D. Florida State University 2022.	Chemistry, Analytic	https://purl.lib.fsu.edu/diginole/2022_Johnston_fsu_0071E_17078	0
T56.4	Jolowsky, Claire, author	Carbon Fiber/Carbon Nanotube Hybrid Composite Manufacturing, Mechanical Property and Microstructure Characterization Study for High-Performance Structural Applications / by Claire Jolowsky	Ph.D. Florida State University 2022.	Industrial engineering	https://purl.lib.fsu.edu/diginole/2022_Jolowsky_fsu_0071E_17118	4
TA160	Karaer, Alican, author	Traffic Data on-the-fly : Image-Based Big Data Analytics for Resilient and Connected Communities / by Alican Karaer	Ph.D. Florida State University 2022.	Transportation	https://purl.lib.fsu.edu/diginole/2022_Karaer_fsu_0071E_17051	0
PS	Kelly, Thomas V. (Thomas Vincent), author	My 21st Century Big Budget Apocalypse / by Thomas V. Kelly	Ph.D. Florida State University 2022.		https://purl.lib.fsu.edu/diginole/2022_Kelly_fsu_0071E_17145	4
LB2341	Khamitova, Aiman, author	Faculty Training as a Tool to Support Active Learning Classroom Usage / by Aiman Khamitova	Ed.D. Florida State University 2022.	Education, Higher	https://purl.lib.fsu.edu/diginole/2022_Khamitova_fsu_0071E_17135	0
M	Kierspe, Jonathan (Jonathan Pierce), author	A Theoretical Application of the Estill Voice Model for the Saxophone / by Jonathan Kierspe	D.M. Florida State University 2022.	Music	https://purl.lib.fsu.edu/diginole/2022_Kierspe_fsu_0071E_17104	0
LC71	Kim, Bongyoung, author	Exploring Innovation Schools in South Korea Using Social Network Analysis : A Case Study of Networks, Trust, and Professional Learning Communities / by Bongyoung Kim	Ph.D. Florida State University 2022.	Education and state	https://purl.lib.fsu.edu/diginole/2022_Kim_fsu_0071E_17090	0
QH343.4	Kozik, Nevin Paul, author	A Tour of Ordovician Paleoredox Conditions : A Primary Driver for Ancient Biodiversity / by Nevin Paul Kozik	Ph.D. Florida State University 2022.	Geobiology	https://purl.lib.fsu.edu/diginole/2022_Kozik_fsu_0071E_17123	4
	Kudelka, Michelle C., author	Stimming in the Stacks : An Exploration of Autistic Public Library Workers / by Michelle C. Kudelka	M.S. Florida State University 2022.	Library science	https://purl.lib.fsu.edu/diginole/2022_Kudelka_fsu_0071N_17176	4
QD31.3	Kuriakose, Febin, author	Design and Synthesis of Kekulé and Non-Kekulé Diradicaloids via Radical Peri-Annulation Strategy / by Febin Kuriakose	Ph.D. Florida State University 2022.	Chemistry	https://purl.lib.fsu.edu/diginole/2022_KURIAKOSE_fsu_0071E_17131	4
QH359	Kuzel, Meredith Rose, author	Understanding Early-Life Telomere Length and Dynamics in a Long-Lived Neotropical Passerine / by Meredith Rose Kuzel	M.S. Florida State University 2022.	Evolution (Biology)	https://purl.lib.fsu.edu/diginole/2022_Kuzel_fsu_0071N_17188	4
QP	Kviatkovsky, Shiloah (Shiloah A.), author	The Impact of Collagen Peptides Supplementation on Pain, Function, and Markers of Bone and Connective Tissue Turnover in Active Adults / by Shiloah A. Kviatkovsky	Ph.D. Florida State University 2022.	Physiology	https://purl.lib.fsu.edu/diginole/2022_Kviatkovsky_fsu_0071E_17165	4
TK145	Lamb, James M. (James Meigs), author	Large Scale Optimization of Proton Exchange Membrane Fuel Cells Using an Adjoint Sensitivity Analysis Approach / by James M. Lamb	Ph.D. Florida State University 2021.	Electrical engineering	https://purl.lib.fsu.edu/diginole/2022_Lamb_fsu_0071E_16853	0
PN851	Lanaghan, Nathaniel P. (Nathaniel Patrick), author	National Medievalism in Russia and Turkey / by Nathaniel P. Lanaghan	M.A. Florida State University 2022.	Comparative literature	https://purl.lib.fsu.edu/diginole/2022_Lanaghan_fsu_0071N_17246	0
QP	Landi Conde, Daniel Roberto, author	Glucagon-like Peptide 1-Mediated Modulation of Kv1.3 Activity / by Daniel Roberto Landi Conde	M.S. Florida State University 2022.	Physiology	https://purl.lib.fsu.edu/diginole/2022_LandiConde_fsu_0071N_17184	4
